captured_at,captured_at_epoch,contract,dte,future,iv_pct,5DP,15DP,25DP,35DP,45DP,45DC,35DC,25DC,15DC,5DC
2026-08-21T12:45:47.847252+07:00,1787291147.847,OG3Q6,0.49,4558.9,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T12:51:12.715818+07:00,1787291472.716,OG3Q6,0.49,4559.3,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T12:58:03.842791+07:00,1787291883.843,OG3Q6,0.48,4564.0,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T13:03:01.470171+07:00,1787292181.47,OG3Q6,0.48,4569.9,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T13:08:55.907844+07:00,1787292535.908,OG3Q6,0.47,4576.4,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T13:15:14.090989+07:00,1787292914.091,OG3Q6,0.47,4571.0,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T13:21:00.204718+07:00,1787293260.205,OG3Q6,0.46,4569.5,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T13:26:07.032415+07:00,1787293567.032,OG3Q6,0.46,4575.0,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T13:30:45.163173+07:00,1787293845.163,OG3Q6,0.46,4575.5,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T13:52:53.337377+07:00,1787295173.337,OG3Q6,0.44,4583.1,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T13:58:39.622635+07:00,1787295519.623,OG3Q6,0.44,4585.9,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T14:04:59.707666+07:00,1787295899.708,OG3Q6,0.43,4587.5,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T14:10:38.530007+07:00,1787296238.53,OG3Q6,0.43,4583.0,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T14:17:05.215215+07:00,1787296625.215,OG3Q6,0.43,4586.0,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T14:22:08.933802+07:00,1787296928.934,OG3Q6,0.42,4582.2,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T14:27:18.051476+07:00,1787297238.051,OG3Q6,0.42,4583.2,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T14:33:42.513483+07:00,1787297622.513,OG3Q6,0.41,4586.0,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T14:39:09.009782+07:00,1787297949.01,OG3Q6,0.41,4584.1,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T14:45:24.380203+07:00,1787298324.38,OG3Q6,0.41,4584.3,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T14:51:42.478213+07:00,1787298702.478,OG3Q6,0.4,4586.7,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T14:56:17.015079+07:00,1787298977.015,OG3Q6,0.4,4586.9,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T15:01:41.712252+07:00,1787299301.712,OG3Q6,0.39,4586.7,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T15:08:04.301200+07:00,1787299684.301,OG3Q6,0.39,4583.9,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T15:13:49.786946+07:00,1787300029.787,OG3Q6,0.39,4586.5,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T15:19:44.319301+07:00,1787300384.319,OG3Q6,0.38,4583.1,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T15:26:10.419597+07:00,1787300770.42,OG3Q6,0.38,4586.6,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T15:31:03.366280+07:00,1787301063.366,OG3Q6,0.37,4594.6,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T15:37:11.505039+07:00,1787301431.505,OG3Q6,0.37,4601.7,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T15:43:29.137293+07:00,1787301809.137,OG3Q6,0.37,4601.0,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T15:49:29.397352+07:00,1787302169.397,OG3Q6,0.36,4600.8,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T15:55:51.744400+07:00,1787302551.744,OG3Q6,0.36,4603.7,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T16:01:11.553894+07:00,1787302871.554,OG3Q6,0.35,4602.8,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T16:06:16.063484+07:00,1787303176.063,OG3Q6,0.35,4602.7,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T16:11:50.785988+07:00,1787303510.786,OG3Q6,0.35,4605.7,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T16:16:50.160214+07:00,1787303810.16,OG3Q6,0.34,4608.3,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T16:23:04.448051+07:00,1787304184.448,OG3Q6,0.34,4619.3,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T16:28:23.650044+07:00,1787304503.65,OG3Q6,0.33,4622.9,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T16:34:33.464411+07:00,1787304873.464,OG3Q6,0.33,4608.3,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T16:40:07.992090+07:00,1787305207.992,OG3Q6,0.33,4603.9,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
2026-08-21T16:45:30.302427+07:00,1787305530.302,OG3Q6,0.32,4604.7,29.77,4428.3785,4474.7249,4497.9228,4513.824,4529.3484,4545.7262,4562.1682,4579.9627,4607.0003,4662.7256
